"Code No. (Octal)",,,"Eqpt. ID (Hex)",,,"Transmission Order Bit Position",,,,,,,,"Parameter","Data",,,,"Notes & Cross Ref. to Tables in Att. 6"
,,,0,0,"B",1,0,1,1,1,0,1,1,"GNSS Sensor Status",,,"X",,
,,,0,1,8,1,0,1,1,1,0,1,1,"Discrete Data #4",,,"X",,
,,,0,1,"C",1,0,1,1,1,0,1,1,"Discrete Data #4",,,"X",,
,,,0,2,5,1,0,1,1,1,0,1,1,"Discrete Data #4",,,"X",,
,,,0,2,9,1,0,1,1,1,0,1,1,"Discrete Data #4",,,"X",,
,,,0,2,"F",1,0,1,1,1,0,1,1,"Discrete Data #4",,,"X",,
,,,0,3,3,1,0,1,1,1,0,1,1,"Discrete Data #4",,,"X",,
,,,0,3,5,1,0,1,1,1,0,1,1,"Discrete Data #4",,,"X",,
,,,0,3,"B",1,0,1,1,1,0,1,1,"Discrete Data #4",,,"X",,
,,,0,3,"F",1,0,1,1,1,0,1,1,"Discrete Data #4",,,"X",,
,,,0,4,"D",1,0,1,1,1,0,1,1,"T/U CAP-A Tank 9-11","X",,,,
,,,0,5,5,1,0,1,1,1,0,1,1,"GNSS Status",,,"X",,
,,,0,5,"A",1,0,1,1,1,0,1,1,"Sensor Valves Left Wing Tank",,"X",,,
,,,0,"C",5,1,0,1,1,1,0,1,1,"Discrete Data #4",,,"X",,
,,,1,0,"A",1,0,1,1,1,0,1,1,"Discrete Data #4",,,"X",,
,,,1,0,"B",1,0,1,1,1,0,1,1,"Discrete Data #4",,,"X",,
,,,1,1,4,1,0,1,1,1,0,1,1,"Memos and Status",,,"X",,
"2     7      4",,,0,0,1,1,0,1,1,1,1,0,0,"Discrete Data #5",,,"X",,
,,,0,0,3,1,0,1,1,1,1,0,0,"Discrete Data #5",,,"X",,
,,,0,0,"A",1,0,1,1,1,1,0,0,"Discrete Data #5",,,"X",,
,,,0,1,8,1,0,1,1,1,1,0,0,"Discrete Data #5",,,"X",,
,,,0,1,"C",1,0,1,1,1,1,0,0,"Discrete Data #5",,,"X",,
,,,0,2,5,1,0,1,1,1,1,0,0,"Discrete Data #5",,,"X",,
,,,0,2,9,1,0,1,1,1,1,0,0,"Discrete Data #5",,,"X",,
,,,0,2,"F",1,0,1,1,1,1,0,0,"Discrete Data #5",,,"X",,
,,,0,3,3,1,0,1,1,1,1,0,0,"Discrete Data #5",,,"X",,
,,,0,3,5,1,0,1,1,1,1,0,0,"Discrete Data #5",,,"X",,
,,,0,3,"B",1,0,1,1,1,1,0,0,"Discrete Data #5",,,"X",,
,,,0,3,"F",1,0,1,1,1,1,0,0,"Discrete Data #5",,,"X",,
,,,0,4,"D",1,0,1,1,1,1,0,0,"T/U CAP-R Tank 1-4","X",,,,
,,,0,5,"A",1,0,1,1,1,1,0,0,"Sensor Valves Center Wing Tank",,"X",,,
,,,0,"C",5,1,0,1,1,1,1,0,0,"Discrete Data #5",,,"X",,
,,,1,0,"A",1,0,1,1,1,1,0,0,"Discrete Data #5",,,"X",,
,,,1,0,"B",1,0,1,1,1,1,0,0,"Discrete Data #5",,,"X",,
,,,1,1,4,1,0,1,1,1,1,0,0,"Fuel Transfer Indications",,,"X",,
"2     7      5",,,0,0,1,1,0,1,1,1,1,0,1,"Discrete Data #6",,,"X",,
,,,0,0,2,1,0,1,1,1,1,0,1,"Discrete Data #6",,,"X",,
,,,0,0,3,1,0,1,1,1,1,0,1,"Discrete Data #6",,,"X",,
,,,0,1,8,1,0,1,1,1,1,0,1,"Discrete Data #6",,,"X",,
,,,0,1,"C",1,0,1,1,1,1,0,1,"Discrete Data #6",,,"X",,
,,,0,2,5,1,0,1,1,1,1,0,1,"Discrete Data #6",,,"X",,
,,,0,2,9,1,0,1,1,1,1,0,1,"Discrete Data #6",,,"X",,
,,,0,2,"B",1,0,1,1,1,1,0,1,"Discrete Data #6",,,"X",,
,,,0,2,"F",1,0,1,1,1,1,0,1,"Discrete Data #6",,,"X",,
,,,0,3,5,1,0,1,1,1,1,0,1,"Discrete Data #6",,,"X",,
,,,0,3,8,1,0,1,1,1,1,0,1,"IR Discrete Word #2",,,"X",,
,,,0,3,"B",1,0,1,1,1,1,0,1,"Discrete Data #6",,,"X",,
,,,0,3,"F",1,0,1,1,1,1,0,1,"Discrete Data #6",,,"X",,
,,,0,4,"A",1,0,1,1,1,1,0,1,"T/U CAP-R Tank 5-8","X",,,,
,,,0,4,"D",1,0,1,1,1,1,0,1,"Discrete Data #6",,,"X",,
,,,0,5,"A",1,0,1,1,1,1,0,1,"Sensor Valves Right Wing Tank",,"X",,,
,,,0,5,6,1,0,1,1,1,1,0,1,"Discrete Data #6",,,"X",,
,,,0,6,0,1,0,1,1,1,1,0,1,"Discrete Data #6",,,"X",,
,,,1,0,"A",1,0,1,1,1,1,0,1,"Discrete Data #6",,,"X",,
,,,1,0,"B",1,0,1,1,1,1,0,1,"Discrete Data #6",,,"X",,
,,,1,1,4,1,0,1,1,1,1,0,1,"Miscellaneous Warning",,,"X",,
"2     7      6",,,0,0,2,1,0,1,1,1,1,1,0,"Discrete Data #7",,,"X",,
,,,0,1,8,1,0,1,1,1,1,1,0,"Discrete Data #7",,,"X",,
,,,0,1,"C",1,0,1,1,1,1,1,0,"Discrete Data #7",,,"X",,
,,,0,2,5,1,0,1,1,1,1,1,0,"Discrete Status 8 EFIS",,,"X",,
,,,0,2,9,1,0,1,1,1,1,1,0,"Discrete Data #7",,,"X",,
,,,0,2,"F",1,0,1,1,1,1,1,0,"Discrete Data #7",,,"X",,
,,,0,3,"F",1,0,1,1,1,1,1,0,"Discrete Data #7",,,"X",,
,,,0,4,"D",1,0,1,1,1,1,1,0,"T/U CAP-R Tank 9-12","X",,,,
,,,0,5,0,1,0,1,1,1,1,1,0,"VDR Mode",,,"X",,
,,,0,5,6,1,0,1,1,1,1,1,0,"Discrete Data #7",,,"X",,
,,,0,5,8,1,0,1,1,1,1,1,0,"Output Status Word #2",,,"X",,
,,,0,5,"A",1,0,1,1,1,1,1,0,"Discrete Data #7",,,"X",,
,,,0,6,0,1,0,1,1,1,1,1,0,"Discrete Data #7",,,"X",,
,,,0,"B","B",1,0,1,1,1,1,1,0,"Discrete Data #7",,,"X",,
,,,1,1,4,1,0,1,1,1,1,1,0,"Discrete Data #7",,,"X",,
,,,0,0,1,1,0,1,1,1,1,1,0,"FCC to Simulator Control Word - Simulator Use Only","X",,,,
,,,0,0,2,1,0,1,1,1,1,1,0,"FMC to Simulator Control Word - Simulator Use Only","X",,,,
,,,0,0,3,1,0,1,1,1,1,1,0,"TCC to Simulator Control Word - Simulator Use Only","X",,,,
"2     7      7",,,"X","X","X",1,0,1,1,1,1,1,1,"General Test Word",,,"X",,"Note 1"
,,,0,0,4,1,0,1,1,1,1,1,1,"IRS Maintenance Discrete",,,"X",,
,,,0,1,8,1,0,1,1,1,1,1,1,"Discrete Data #8",,,"X",,
,,,0,3,8,1,0,1,1,1,1,1,1,"IR Test",,,"X",,
,,,0,4,"D",1,0,1,1,1,1,1,1,"T/U CAP-R Tank 13-14","X",,,,
,,,1,1,4,1,0,1,1,1,1,1,1,"Fuel Transfer and CG Status",,,"X",,
"3     0      0",,,0,0,1,1,1,0,0,0,0,0,0,"Application Dependent",,,"X",,
,,,0,1,"A",1,1,0,0,0,0,0,0,"Application Dependent",,,"X",,
,,,0,3,"D",1,1,0,0,0,0,0,0,"Application Dependent",,,"X",,
,,,0,5,"A",1,1,0,0,0,0,0,0,"Internal Parameter for SPATIAAL","X",,,,
,,,1,0,"A",1,1,0,0,0,0,0,0,"ECU Internal Temperature","X",,,,
,,,1,0,"B",1,1,0,0,0,0,0,0,"ECU Internal Temperature","X",,,,
,,,"T","B","D",1,1,0,0,0,0,0,0,"Data Loader Address Label (Low Speed)",,,"X",,
,,,,,,1,1,0,0,0,0,0,0,"FMC 1 - System Address Label ",,,,"X","See Attachment 11"
"3     0      1",,,0,0,1,1,1,0,0,0,0,0,1,"Application Dependent",,,"X",,
,,,0,0,2,1,1,0,0,0,0,0,1,"Application Dependent",,,"X",,
,,,0,1,"A",1,1,0,0,0,0,0,1,"Application Dependent",,,"X",,
,,,0,5,6,1,1,0,0,0,0,0,1,"Application Dependent",,,"X",,
,,,0,5,"A",1,1,0,0,0,0,0,1,"Internal Parameter for SPATIAAL","X",,,,
,,,0,6,0,1,1,0,0,0,0,0,1,"Application Dependent",,,"X",,
,,,1,0,"A",1,1,0,0,0,0,0,1,"Demanded Fuel Metering Valve Position","X",,,,
,,,1,0,"B",1,1,0,0,0,0,0,1,"Demanded Fuel Metering Valve Position","X",,,,
,,,,,,1,1,0,0,0,0,0,1,"FMC 2 - System Address Label ",,,,"X","See Attachment 11"
"3     0      2",,,0,0,1,1,1,0,0,0,0,1,0,"Application Dependent",,,"X",,
,,,0,0,2,1,1,0,0,0,0,1,0,"Application Dependent",,,"X",,
,,,0,1,"A",1,1,0,0,0,0,1,0,"Application Dependent",,,"X",,
,,,0,5,6,1,1,0,0,0,0,1,0,"Application Dependent",,,"X",,
,,,0,5,"A",1,1,0,0,0,0,1,0,"Internal Parameter for SPATIAAL","X",,,,
,,,0,6,0,1,1,0,0,0,0,1,0,"Application Dependent",,,"X",,
,,,1,0,"A",1,1,0,0,0,0,1,0,"Demanded Variable Stator Vane Position","X",,,,
,,,1,0,"B",1,1,0,0,0,0,1,0,"Demanded Variable Stator Vane Position","X",,,,
,,,,,,1,1,0,0,0,0,1,0,"AIDS (DFDAU) - System Address Label  ",,,,"X","See Attachment 11"
"3     0      3",,,0,0,1,1,1,0,0,0,0,1,1,"Application Dependent",,,"X",,
,,,0,0,2,1,1,0,0,0,0,1,1,"Application Dependent",,,"X",,
,,,0,1,"A",1,1,0,0,0,0,1,1,"Application Dependent",,,"X",,
,,,0,5,6,1,1,0,0,0,0,1,1,"Application Dependent",,,"X",,
,,,0,5,"A",1,1,0,0,0,0,1,1,"Internal Parameter for SPATIAAL","X",,,,
,,,0,6,0,1,1,0,0,0,0,1,1,"Application Dependent",,,"X",,
,,,1,0,"A",1,1,0,0,0,0,1,1,"Demanded Variable Bleed Valve Position","X",,,,
,,,1,0,"B",1,1,0,0,0,0,1,1,"Demanded Variable Bleed Valve Position","X",,,,
,,,,,,1,1,0,0,0,0,1,1,"CFDIU - System Address Label  ",,,,"X","See attachment 11"
"3     0      4",,,0,0,1,1,1,0,0,0,1,0,0,"Application Dependent",,,"X",,
,,,0,1,"A",1,1,0,0,0,1,0,0,"Application Dependent",,,"X",,
,,,0,5,"A",1,1,0,0,0,1,0,0,"Internal Parameter for SPATIAAL","X",,,,
,,,1,0,"A",1,1,0,0,0,1,0,0,"Demanded HPT Clearance Valve Position","X",,,,
,,,1,0,"B",1,1,0,0,0,1,0,0,"Demanded HPT Clearance Valve Position","X",,,,
,,,,,,1,1,0,0,0,1,0,0,"ACARS - System Address Label ",,,,"X","See Attachment 11"
"3     0      5",,,0,0,1,1,1,0,0,0,1,0,1,"Application Dependent",,,"X",,
,,,0,1,"A",1,1,0,0,0,1,0,1,"Application Dependent",,,"X",,
,,,0,5,"A",1,1,0,0,0,1,0,1,"Internal Parameter for SPATIAAL","X",,,,
,,,1,0,"A",1,1,0,0,0,1,0,1,"Demanded LPT Clearance Valve Position","X",,,,
,,,1,0,"B",1,1,0,0,0,1,0,1,"Demanded LPT Clearance Valve Position","X",,,,
,,,,,,1,1,0,0,0,1,0,1,"Weight/Balance System - System Address Label ",,,,"X","See Attachment 11"
"3     0      6",,,0,0,1,1,1,0,0,0,1,1,0,"Application Dependent",,,"X",,
,,,0,1,"A",1,1,0,0,0,1,1,0,"Application Dependent",,,"X",,
,,,0,5,"A",1,1,0,0,0,1,1,0,"Internal Parameter for SPATIAAL","X",,,,
,,,,,,1,1,0,0,0,1,1,0,"TCAS - System Address Label ",,,,"X","See Attachment 11"
"3     0      7",,,0,0,1,1,1,0,0,0,1,1,1,"Application Dependent",,,"X",,
,,,0,1,"A",1,1,0,0,0,1,1,1,"Application Dependent",,,"X",,
,,,0,5,"A",1,1,0,0,0,1,1,1,"Internal Parameter for SPATIAAL","X",,,,
,,,,,,1,1,0,0,0,1,1,1,"Satellite Data Unit (SDU) - System Address Label  ",,,,"X","See Attachment 11"
"3     1      0",,,0,0,2,1,1,0,0,1,0,0,0,"Present Position - Latitude","X",,,,"6-27"
,,,0,0,4,1,1,0,0,1,0,0,0,"Present Position - Latitude","X",,,,
,,,0,2,9,1,1,0,0,1,0,0,0,"Aileron Position","X",,,,
,,,0,3,8,1,1,0,0,1,0,0,0,"Present Position - Latitude","X",,,,
,,,0,4,"D",1,1,0,0,1,0,0,0,"COMP CAP - TANK","X",,,,
,,,0,5,6,1,1,0,0,1,0,0,0,"Present Position Latitude","X",,,,
,,,0,5,"A",1,1,0,0,1,0,0,0,"Internal Parameter for SPATIAAL","X",,,,
,,,0,6,0,1,1,0,0,1,0,0,0,"Present Postion Latitude","X",,,,
,,,1,1,4,1,1,0,0,1,0,0,0,"Right Outer Tank Fuel Quantity","X",,,,
,,,,,,1,1,0,0,1,0,0,0,"GPWS - System Address Label  ",,,,"X","See Attachment 11"
"3     1      1",,,0,0,2,1,1,0,0,1,0,0,1,"Present Position - Longitude","X",,,,"6-27"
,,,0,0,4,1,1,0,0,1,0,0,1,"Present Position - Longitude","X",,,,
,,,0,2,9,1,1,0,0,1,0,0,1,"Aileron Trim","X",,,,
,,,0,3,8,1,1,0,0,1,0,0,1,"Present Position - Longitude","X",,,,
,,,0,3,"B",1,1,0,0,1,0,0,1,"Control Wheel Roll Force","X",,,,
,,,0,5,6,1,1,0,0,1,0,0,1,"Present Postion Longitude","X",,,,
,,,0,5,"A",1,1,0,0,1,0,0,1,"Internal Parameter for SPATIAAL","X",,,,
,,,0,6,0,1,1,0,0,1,0,0,1,"Present Position Longitude","X",,,,
,,,1,1,4,1,1,0,0,1,0,0,1,"Right Outer Tank Fuel Quantity","X",,,,
,,,,,,1,1,0,0,1,0,0,1,"GNLU 1 - System Address Label  ",,,,"X","See Attachment 11"
"3     1      2",,,0,0,2,1,1,0,0,1,0,1,0,"Ground Speed","X",,,,"6-27"
,,,0,0,4,1,1,0,0,1,0,1,0,"Ground Speed","X",,,,
,,,0,0,5,1,1,0,0,1,0,1,0,"Ground Speed","X",,,,
,,,0,2,9,1,1,0,0,1,0,1,0,"Rudder Position","X",,,,
,,,0,3,8,1,1,0,0,1,0,1,0,"Ground Speed","X",,,,
,,,0,5,6,1,1,0,0,1,0,1,0,"Ground Speed","X",,,,
,,,0,5,"A",1,1,0,0,1,0,1,0,"Fuel Quantity ACT 1","X",,,,
,,,0,6,0,1,1,0,0,1,0,1,0,"Ground Speed","X",,,,
,,,1,1,4,1,1,0,0,1,0,1,0,"Additional Center Tank (Act 1) Fuel Quantity","X",,,,
,,,,,,1,1,0,0,1,0,1,0,"GNLU 2 - System Address Label ",,,,"X","See Attachment 11"
"3     1      3",,,0,0,2,1,1,0,0,1,0,1,1,"Track Angle - True","X",,,,
,,,0,0,4,1,1,0,0,1,0,1,1,"Track Angle - True","X",,,,
,,,0,2,5,1,1,0,0,1,0,1,1,"Track Angle - True","X",,,,
,,,0,2,9,1,1,0,0,1,0,1,1,"Rudder Trim","X",,,,
,,,0,3,8,1,1,0,0,1,0,1,1,"Track Angle - True","X",,,,
,,,0,5,6,1,1,0,0,1,0,1,1,"Track Angle - True","X",,,,
,,,0,5,"A",1,1,0,0,1,0,1,1,"Fuel Quantity ACT 2","X",,,,
,,,0,6,0,1,1,0,0,1,0,1,1,"Track Angle - True","X",,,,
,,,1,1,4,1,1,0,0,1,0,1,1,"Additional Center Tank (Act 2) Fuel Quantity","X",,,,
,,,,,,1,1,0,0,1,0,1,1,"GNLU 3 - System Address Label  ",,,,"X","See Attachment 11"
"3     1      4",,,0,0,2,1,1,0,0,1,1,0,0,"Stabilizer Position Indication (B747-400)","X",,,,
,,,0,0,4,1,1,0,0,1,1,0,0,"True Heading","X",,,,
,,,0,2,5,1,1,0,0,1,1,0,0,"True Heading","X",,,,
,,,0,2,9,1,1,0,0,1,1,0,0,"Elevator Position","X",,,,
,,,0,3,8,1,1,0,0,1,1,0,0,"True Heading","X",,,,
,,,0,3,"B",1,1,0,0,1,1,0,0,"Control Wheel Pitch Force","X",,,,
,,,0,5,"A",1,1,0,0,1,1,0,0,"Internal Parameter for SPATIAAL","X",,,,
,,,1,1,4,1,1,0,0,1,1,0,0,"Rear Center Tank (RCT) Fuel Quantity","X",,,,
,,,,,,1,1,0,0,1,1,0,0,"GNU 1 - System Address Label ",,,,"X","See Attachment 11"
"3     1      5",,,0,0,1,1,1,0,0,1,1,0,1,"Stabilizer Position","X",,,,
,,,0,0,2,1,1,0,0,1,1,0,1,"Wind Speed","X",,,,
,,,0,0,4,1,1,0,0,1,1,0,1,"Wind Speed","X",,,,
,,,0,0,5,1,1,0,0,1,1,0,1,"Wind Speed","X",,,,
,,,0,2,9,1,1,0,0,1,1,0,1,"Stabilizer Position","X",,,,
,,,0,3,8,1,1,0,0,1,1,0,1,"Wind Speed","X",,,,
,,,0,5,6,1,1,0,0,1,1,0,1,"Wind Speed","X",,,,
,,,0,5,"A",1,1,0,0,1,1,0,1,"Internal Parameter for SPATIAAL","X",,,,
,,,0,6,0,1,1,0,0,1,1,0,1,"Wind Speed","X",,,,
,,,0,"A",1,1,1,0,0,1,1,0,1,"Stabilizer Position","X",,,,
,,,,,,1,1,0,0,1,1,0,1,"GNU 2 - System Address Label  ",,,,"X","See Attachment 11"
"3     1      6",,,0,0,2,1,1,0,0,1,1,1,0,"Wind Direction (True)","X",,,,
,,,0,0,4,1,1,0,0,1,1,1,0,"Wind Angle","X",,,,
,,,0,2,9,1,1,0,0,1,1,1,0,"Oil Temperature (Engine)","X",,,,
,,,0,3,8,1,1,0,0,1,1,1,0,"Wind Angle","X",,,,
,,,0,5,6,1,1,0,0,1,1,1,0,"Wind Direction (True)","X",,,,
,,,0,5,"A",1,1,0,0,1,1,1,0,"Internal Parameter for SPATIAAL","X",,,,
,,,0,6,0,1,1,0,0,1,1,1,0,"Wind Direction (True)","X",,,,
,,,0,"D",0,1,1,0,0,1,1,1,0,"Engine Oil Temperature","X",,,,
,,,1,0,"A",1,1,0,0,1,1,1,0,"Engine Oil Temperature","X",,,,
,,,1,0,"B",1,1,0,0,1,1,1,0,"Engine Oil Temperature","X",,,,
,,,,,,1,1,0,0,1,1,1,0,"GNU 3 - System Address Label  ",,,,"X","See Attachment 11"
"3     1      7",,,0,0,2,1,1,0,0,1,1,1,1,"Track Angle - Magnetic","X",,,,
,,,0,0,4,1,1,0,0,1,1,1,1,"Track Angle - Magnetic","X",,,,
,,,0,0,5,1,1,0,0,1,1,1,1,"Track Angle - Magnetic","X",,,,
,,,0,2,5,1,1,0,0,1,1,1,1,"Track Angle - Magnetic","X",,,,
,,,0,2,9,1,1,0,0,1,1,1,1,"Oil Pressure (Engine)","X",,,,
,,,0,3,8,1,1,0,0,1,1,1,1,"Track Angle - Magnetic","X",,,,
,,,0,5,6,1,1,0,0,1,1,1,1,"Track Angle - Magnetic","X",,,,
,,,0,5,"A",1,1,0,0,1,1,1,1,"Internal Parameter for SPATIAAL","X",,,,
,,,0,6,0,1,1,0,0,1,1,1,1,"Track Angle - Magnetic","X",,,,
,,,0,"D",0,1,1,0,0,1,1,1,1,"Oil Pressure (Engine)","X",,,,
"3     2      0",,,0,0,4,1,1,0,1,0,0,0,0,"Magnetic Heading","X",,,,
,,,0,0,5,1,1,0,1,0,0,0,0,"Magnetic Heading","X",,,,
,,,0,2,5,1,1,0,1,0,0,0,0,"Magnetic Heading","X",,,,
,,,0,2,9,1,1,0,1,0,0,0,0,"Engine Fuel Pressure","X",,,,
,,,0,3,5,1,1,0,1,0,0,0,0,"Own Aircraft Magnetic Heading","X",,,,
,,,0,3,8,1,1,0,1,0,0,0,0,"Magnetic Heading","X",,,,
,,,0,4,"D",1,1,0,1,0,0,0,0,"Density - Tank","X",,,,
,,,0,5,6,1,1,0,1,0,0,0,0,"Magnetic Heading","X",,,,
,,,0,6,0,1,1,0,1,0,0,0,0,"Magnetic Heading","X",,,,
"3     2      1",,,0,0,2,1,1,0,1,0,0,0,1,"Drift Angle","X",,,,
,,,0,0,4,1,1,0,1,0,0,0,1,"Drift Angle","X",,,,
,,,0,0,5,1,1,0,1,0,0,0,1,"Drift Angle","X",,,,
,,,0,2,9,1,1,0,1,0,0,0,1,"Engine Fuel Temperature","X",,,,
,,,0,3,8,1,1,0,1,0,0,0,1,"Drift Angle","X",,,,
,,,0,5,6,1,1,0,1,0,0,0,1,"Drift Angle","X",,,,
,,,0,6,0,1,1,0,1,0,0,0,1,"Drift Angle","X",,,,
,,,1,0,"A",1,1,0,1,0,0,0,1,"Exhaust gas Temperature (Total)","X",,,,
,,,1,0,"B",1,1,0,1,0,0,0,1,"Exhaust gas Temperature (Total)","X",,,,
,,,,,,1,1,0,1,0,0,0,1,"Autothrottle Computer - System Address Label  ",,,,"X","See Attachment 11"
"3     2      2",,,0,0,2,1,1,0,1,0,0,1,0,"Flight Path Angle","X",,,,
,,,0,0,4,1,1,0,1,0,0,1,0,"Flight Path Angle","X",,,,
,,,0,0,5,1,1,0,1,0,0,1,0,"Flight Path Angle","X",,,,
,,,0,2,9,1,1,0,1,0,0,1,0,"Engine Nacelle Temperature","X",,,,
,,,0,3,8,1,1,0,1,0,0,1,0,"Flight Path Angle","X",,,,
,,,0,5,6,1,1,0,1,0,0,1,0,"Flight Path Angle","X",,,,
,,,0,6,0,1,1,0,1,0,0,1,0,"Flight Path Angle","X",,,,
,,,1,0,"A",1,1,0,1,0,0,1,0,"Total Compressor Discharge Temperature","X",,,,
,,,1,0,"B",1,1,0,1,0,0,1,0,"Total Compressor Discharge Temperature","X",,,,
,,,,,,1,1,0,1,0,0,1,0,"FCC 1 - System Address Label  ",,,,"X","See Attachment 11"
"3     2      3",,,0,0,2,1,1,0,1,0,0,1,1,"Geometric Altitude","X",,,,
,,,0,0,4,1,1,0,1,0,0,1,1,"Flight Path Acceleration","X",,,,"6-27"
,,,0,0,5,1,1,0,1,0,0,1,1,"Flight Path Acceleration","X",,,,
,,,0,3,8,1,1,0,1,0,0,1,1,"Flight Path Acceleration","X",,,,
,,,0,5,6,1,1,0,1,0,0,1,1,"Geometric Altitude","X",,,,
,,,0,6,0,1,1,0,1,0,0,1,1,"Geometric Altitude","X",,,,
,,,1,0,"A",1,1,0,1,0,0,1,1,"Variable Stator Vane Position","X",,,,
,,,1,0,"B",1,1,0,1,0,0,1,1,"Variable Stator Vane Position","X",,,,
,,,,,,1,1,0,1,0,0,1,1,"FCC 2 - System Address Label  ",,,,"X","See Attachment 11"
"3     2      4",,,0,0,4,1,1,0,1,0,1,0,0,"Pitch Angle","X",,,,
,,,0,0,5,1,1,0,1,0,1,0,0,"Pitch Angle","X",,,,
,,,0,2,5,1,1,0,1,0,1,0,0,"Pitch Angle","X",,,,
,,,0,3,8,1,1,0,1,0,1,0,0,"Pitch Angle","X",,,,
,,,0,4,"D",1,1,0,1,0,1,0,0,"Tank VSO Quantity","X",,,,
,,,0,5,"A",1,1,0,1,0,1,0,0,"Effective Pitch Angle","X",,,,
,,,1,0,"A",1,1,0,1,0,1,0,0,"Selected Fuel Metering Valve Position","X",,,,
,,,1,0,"B",1,1,0,1,0,1,0,0,"Selected Fuel Metering Valve Position","X",,,,
,,,1,1,4,1,1,0,1,0,1,0,0,"Effective Pitch Angle","X",,,,
,,,,,,1,1,0,1,0,1,0,0,"FCC 3 - System Address Label ",,,,"X","See Attachment 11"
"3     2      5",,,0,0,4,1,1,0,1,0,1,0,1,"Roll Angle","X",,,,
,,,0,0,5,1,1,0,1,0,1,0,1,"Roll Angle","X",,,,
,,,0,1,"A",1,1,0,1,0,1,0,1,"Engine Control Trim Feedback","X",,,,
,,,0,2,5,1,1,0,1,0,1,0,1,"Roll Angle","X",,,,
,,,0,2,"F",1,1,0,1,0,1,0,1,"Stator Vane Feedback","X",,,,
,,,0,3,8,1,1,0,1,0,1,0,1,"Roll Angle","X",,,,
,,,0,3,"F",1,1,0,1,0,1,0,1,"Stator Vane Feedback","X",,,,
,,,0,5,"A",1,1,0,1,0,1,0,1,"Effective Roll Angle","X",,,,
,,,1,0,"A",1,1,0,1,0,1,0,1,"Selected Fuel Metering Vane Position","X",,,,
,,,1,0,"B",1,1,0,1,0,1,0,1,"Selected Fuel Metering Vane Position","X",,,,
,,,1,1,4,1,1,0,1,0,1,0,1,"Effective Roll Angle","X",,,,
,,,,,,1,1,0,1,0,1,0,1,"APU - System Address Label  ",,,,"X","See Attachment 11"
"3     2      6",,,0,0,4,1,1,0,1,0,1,1,0,"Body Pitch Rate","X",,,,
,,,0,0,5,1,1,0,1,0,1,1,0,"Body Pitch Rate","X",,,,
,,,0,3,8,1,1,0,1,0,1,1,0,"Body Pitch Rate","X",,,,
,,,0,4,"D",1,1,0,1,0,1,1,0,"Uplift Quantity","X",,,,
,,,0,5,"A",1,1,0,1,0,1,1,0,"Maintenance Word","X",,,,
,,,1,0,"A",1,1,0,1,0,1,1,0,"Compressor Discharge Static Pressure","X",,,,
,,,1,0,"B",1,1,0,1,0,1,1,0,"Compressor Discharge Static Pressure","X",,,,
,,,,,,1,1,0,1,0,1,1,0,"APU Controller - System Address Label  ",,,,"X","See Attachment 11"
"3     2      7",,,0,0,4,1,1,0,1,0,1,1,1,"Body Roll Rate","X",,,,
,,,0,0,5,1,1,0,1,0,1,1,1,"Body Roll Rate","X",,,,
,,,0,3,8,1,1,0,1,0,1,1,1,"Body Roll Rate","X",,,,
,,,0,4,"D",1,1,0,1,0,1,1,1,"Uplift Density","X",,,,
,,,1,0,"A",1,1,0,1,0,1,1,1,"Fuel Metering Valve Position","X",,,,
,,,1,0,"B",1,1,0,1,0,1,1,1,"Fuel Metering Valve Position","X",,,,
,,,,,,1,1,0,1,0,1,1,1,"Mode Control Panel (MCP) - System Address Label",,,,"X","See Attachment 11"
"3     3      0",,,0,0,4,1,1,0,1,1,0,0,0,"Body Yaw Rate","X",,,,
,,,0,0,5,1,1,0,1,1,0,0,0,"Body Yaw Rate","X",,,,
,,,0,2,"F",1,1,0,1,1,0,0,0,"HC/TC Cooling Valve Position Feedback","X",,,,
,,,0,3,8,1,1,0,1,1,0,0,0,"Body Yaw Rate","X",,,,
,,,0,3,"F",1,1,0,1,1,0,0,0,"HC/TC Cooling Valve Position Feedback","X",,,,
,,,1,0,"A",1,1,0,1,1,0,0,0,"Selected HPT Clearance Valve Postion","X",,,,
,,,1,0,"B",1,1,0,1,1,0,0,0,"Selected HPT Clearance Valve Postion","X",,,,
,,,,,,1,1,0,1,1,0,0,0,"FMC 3 - System Address Label  ",,,,"X","See Attachment 11"
"3     3      1",,,0,0,4,1,1,0,1,1,0,0,1,"Body Longitudinal Acceleration","X",,,,
,,,0,0,5,1,1,0,1,1,0,0,1,"Body Longitudinal Acceleration","X",,,,
,,,0,2,"F",1,1,0,1,1,0,0,1,"LTC Cooling Valve Position Feedback","X",,,,
,,,0,3,8,1,1,0,1,1,0,0,1,"Body Longitudinal Acceleration","X",,,,
,,,0,3,"F",1,1,0,1,1,0,0,1,"LTC Cooling Valve Position Feedback","X",,,,
,,,1,0,"A",1,1,0,1,1,0,0,1,"Selected LPT Clearance Valve Position","X",,,,
,,,1,0,"B",1,1,0,1,1,0,0,1,"Selected LPT Clearance Valve Position","X",,,,
,,,,,,1,1,0,1,1,0,0,1,"ATC Transponder - System Address Label  ",,,,"X","See Attachment 11"
"3     3      2",,,0,0,4,1,1,0,1,1,0,1,0,"Body Lateral Acceleration","X",,,,
,,,0,0,5,1,1,0,1,1,0,1,0,"Body Lateral Acceleration","X",,,,
